Фирма,Область,Город,Дата накл,Факт.адрес доставки,Юр. адрес клиента,Клиент,Код клиента,Код подразд кл,ОКПО клиента,Лицензия,Дата окончания лицензии,Код товара,Штрих-код товара,Товар,Код мориона,ЕИ,Производитель,Поставщик,Количество,Склад/филиал
"ТОВ ""БаДМ""",ВИННИЦКАЯ,ЖМЕРИНКА,10/4/2021,"м.Жмеринка, вул.Магістральна, 8 а, прим.2","Київська обл.,м.Бровари,б-р Незалежності,17,секція 2, прим.1","АПТЕКА ДОБРОГО ДНЯ, ТОВ",33958,33958_38,39196410,АЕ № 194189,6/6/2060,1323006,,Протаргол пор.д/р-ра д/интраназ.прим.0.2г фл.№1+р-ль одн.конт.крыш-кап./,352806,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Винница Сводный
"ТОВ ""БаДМ""",ВИННИЦКАЯ,ЖМЕРИНКА,10/11/2021,"м.Жмеринка, вул.Магістральна, 8 а, прим.2","Київська обл.,м.Бровари,б-р Незалежності,17,секція 2, прим.1","АПТЕКА ДОБРОГО ДНЯ, ТОВ",33958,33958_38,39196410,АЕ № 194189,6/6/2060,1323006,,Протаргол пор.д/р-ра д/интраназ.прим.0.2г фл.№1+р-ль одн.конт.крыш-кап./,352806,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Винница Сводный
"ТОВ ""БаДМ""",ВИННИЦКАЯ,КОЗЯТИН,10/12/2021,"Вінницька обл., м.Козятин, вул.Мічуріна, 2, прим.17","місто Київ, вул.Тимошенка Маршала, будинок 9","АЙ ПІ ФАРМАЦІЯ, ТОВ",34923,34923_15,39234989,АЕ №295048,10/17/2050,4785003,4820104990191,Стрептоцид порош.накож.15г фл.полимер.,530461,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",2,Винница Сводный
"ТОВ ""БаДМ""",ВИННИЦКАЯ,КОЗЯТИН,10/7/2021,"Вінницька обл., м.Козятин, вул.Мічуріна, 2, прим.17","місто Київ, вул.Тимошенка Маршала, будинок 9","АЙ ПІ ФАРМАЦІЯ, ТОВ",34923,34923_15,39234989,АЕ №295048,10/17/2050,1323006,,Протаргол пор.д/р-ра д/интраназ.прим.0.2г фл.№1+р-ль одн.конт.крыш-кап./,352806,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",4,Винница Сводный
"ТОВ ""БаДМ""",ВИННИЦКАЯ,КОЗЯТИН,10/11/2021,"Вінницька обл., м.Козятин, провул. 1-го Травня, 17","Вінницька обл.,Козятинський р-н.,с.Козятин,вул..Пирогова ,буд.62А","Гаврилюк Д.О., ФОП",44476,44476_2,3294302848,б/н,12/31/2200,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",2,Винница Сводный
"ТОВ ""БаДМ""",ВИННИЦКАЯ,КОЗЯТИН,10/8/2021,"м.Козятин, вул.Винниченка, 9, КП ""Козятинська ЦРЛ Козятинської районної ради""","Вінницька обл., місто Козятин, ВУЛИЦЯ НЕЗАЛЕЖНОСТІ, будинок 75","КП "" АПТЕКА ""НАДІЯ""",43220,43220_2,41491306,б/н,12/31/2100,1323002,4820104990016,Бария сульфат д/рентгеноск.пор.д/п сусп.80г*,161310,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",4,Винница Сводный
"ТОВ ""БаДМ""",ВИННИЦКАЯ,КОЗЯТИН,10/11/2021,"Вінницька обл., м. Козятин, вул. Васьковського,8-А","Вінницька обл., м. Козятин, ВУЛИЦЯ КОТОВСЬКОГО, буд. 7, кв. 10","Усенко Л.М. , ФОП",35335,35335_1,3079105602,АЕ №295355,12/31/2050,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",2,Винница Сводный
"ТОВ ""БаДМ""",ВИННИЦКАЯ,КОМСОМОЛЬСКОЕ,10/11/2021,"Вінницька обл., Козятинський р-н, с. Комсомольське, вул. Шкільна,1 А","Вінницька обл., Козятинський р-н, с. Комсомольське, вул. Шкільна, 44","Собчук Людмила Петрівна, ФОП",34829,34829_1,2004706808,АЕ №522471,12/31/2050,1323006,,Протаргол пор.д/р-ра д/интраназ.прим.0.2г фл.№1+р-ль одн.конт.крыш-кап./,352806,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",3,Винница Сводный
"ТОВ ""БаДМ""",ВИННИЦКАЯ,ЛАДЫЖИН,10/1/2021,"Вінницька обл., м.Ладижин, вул.Будівельників, 15","місто Київ, ПРОСПЕКТ ЛІСОВИЙ, будинок 39-А","АВ ФАРМАЦІЯ, ТОВ",35594,35594_1,39478485,АЕ №637253,12/31/2023,1323009,,Протаргол Беби пор.д/р-ра д/интраназ.прим.0.1г фл.№1+р-ль одн.конт.крыш-кап.,410817,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",6,Винница Сводный
"ТОВ ""БаДМ""",ВИННИЦКАЯ,ЛАДЫЖИН,10/11/2021,"м.Ладижин, вул.Процишина, 10",Вінницька обл смт Тростянець вул. Медична 15,Космін Олександр Віталійович ФОП смт. Тростянець,31155,31155_5,3027519770,АЕ №192808,4/16/2025,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",2,Винница Сводный
"ТОВ ""БаДМ""",ВИННИЦКАЯ,ЛАДЫЖИН,10/11/2021,"м.Ладижин, вул.Будівельників, 17 А",Вінницька обл м. Тульчин вул Красіна 2 кв 11,Мельник А.П.ФОП,30933,30933_1,2764402660,АЕ № 192771,4/19/2061,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Винница Сводный
"ТОВ ""БаДМ""",ВИННИЦКАЯ,ЛАДЫЖИН,10/4/2021,"Вінницька обл.,м.Ладижин, Будівельників, 40","Вінницька обл.,м.Ладижин, ІІ мікрорайон,буд.42,кв.57","Ткачова Н.В.ФОП, м.Ладижин (Вінниця)",24012,24012_2,2535302163,АВ №528075,4/13/2023,4785004,4820104990054,Магния Сульфат пор.д/орал.прим.25г саше /,91490,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",10,Винница Сводный
"ТОВ ""БаДМ""",ВИННИЦКАЯ,ЛИТИН,10/1/2021,"Вінницька обл., смт Літин, вул.Радянська,9","Вінницька обл., смт. Літин, вул. Промислова,2",Рожанська Н. В. ФОП,30613,30613_2,2648813009,АЕ № 192490,12/31/2025,1323005,,Глюкоза-тест пор.д/орал.р-ра 75г конт.,190533,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Винница Сводный
"ТОВ ""БаДМ""",ВИННИЦКАЯ,МОГИЛЕВ-ПОДОЛЬСКИЙ,10/6/2021,"Вінницька обл., м. Могилів-Подільський, вул. Столярна, 1","Винницька обл, м. Могилів-Подільський, вул. Столярна, 1","Крепость, ТОВ",13265,13265_1,21728680,АВ №553202,12/31/2050,1323002,4820104990016,Бария сульфат д/рентгеноск.пор.д/п сусп.80г*,161310,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",10,Винница Сводный
"ТОВ ""БаДМ""",ВИННИЦКАЯ,НЕМИРОВ,10/7/2021,"Вінницька обл., м.Немирів, вул.Євдокименка, 21,Немирівська ЦРЛ","Вінницька обл., м.Немирів, вул.Горького, 99","ЦРА №60 ООО, Немиров(Винниц.)",8344,08344_7,1975100,АВ №598188,12/31/2060,1323005,,Глюкоза-тест пор.д/орал.р-ра 75г конт.,190533,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",5,Винница Сводный
"ТОВ ""БаДМ""",ВИННИЦКАЯ,ПІЩАНКА,10/11/2021,"А №1, смт.Піщанка, вул.Пушкіна, 3-Б","вул.Службова, буд.14, кв.2, с.Соколівка, Крижопільський р-н, Вінницька обл.","Панасюк Н.І., ФОП, с.Соколівка",26675,26675_5,1858220328,АВ №579368,12/31/2050,1323011,4820104990221,Ксероформ пор.накож.10г флак.карт.уп,657565,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Винница Сводный
"ТОВ ""БаДМ""",ВИННИЦКАЯ,СУТИСКИ,10/4/2021,"смт.Сутиски, вул.Гагаріна, 6, кв.71","Вінницька обл., місто Вінниця, ВУЛ. ОСТРОВСЬКОГО, будинок 35, офіс 5","Фарммакс, ПП",27568,27568_2,37536870,АВ №578298,12/31/2025,4785003,4820104990191,Стрептоцид порош.накож.15г фл.полимер.,530461,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",3,Винница Сводный
"ТОВ ""БаДМ""",ВИННИЦКАЯ,ТУЛЬЧИН,10/4/2021,"м.Тульчин, вул.Миколи Леонтовича, 35","Київська обл., м. Київ, вул. Межова, буд. 18","Фармастор , ТОВ",15678,15678_134,34048360,АЕ №295239,12/31/2025,4785007,4820104990207,Сорбит пищев.доб. 500г в полиэт.пакетах.в уп.,693911,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Винница Сводный
"ТОВ ""БаДМ""",ВИННИЦКАЯ,ТУРБОВ,10/11/2021,"смт Турбів, вул.Миру, 103","м.Київ, Шевченківський район, ВУЛИЦЯ ЩУСЄВА АКАДЕМІКА, будинок 8, приміщення №2","ЦІНТОРГ ІНВЕСТ , ТОВ",39317,39317_6,40438021,б/н,9/27/2040,4785003,4820104990191,Стрептоцид порош.накож.15г фл.полимер.,530461,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",13,Винница Сводный
"ТОВ ""БаДМ""",ВИННИЦКАЯ,ХМЕЛЬНИК,10/11/2021,"м.Хмільник, вул.Столярчука, 21-Г","Дніпропетровська обл., м.Дніпро, УЗВІЗ СЕЛЯНСЬКИЙ, буд.3-А","І.К.ВЕЛ, ТОВ",20871,20871_26,36439904,АЕ №194176,5/20/2030,1323006,,Протаргол пор.д/р-ра д/интраназ.прим.0.2г фл.№1+р-ль одн.конт.крыш-кап./,352806,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Винница Сводный
"ТОВ ""БаДМ""",ВИННИЦКАЯ,ХМЕЛЬНИК,10/7/2021,"Вінницька обл., м.Хмільник, вул.Пушкіна, 34","м.Київ, ВУЛИЦЯ ПАРКОВО-СИРЕЦЬКА, будинок 15-А","ЦЕНТРАЛЬНА ФАРМАЦЕВТИЧНА КОМПАНІЯ , ТОВ",32276,32276_15,38727372,"АЕ,№ 193410",10/15/2090,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Винница Сводный
"ТОВ ""БаДМ""",ВИННИЦКАЯ,ХМЕЛЬНИК,10/7/2021,"Вінницька обл., м.Хмільник, вул.Пушкіна, 34","м.Київ, ВУЛИЦЯ ПАРКОВО-СИРЕЦЬКА, будинок 15-А","ЦЕНТРАЛЬНА ФАРМАЦЕВТИЧНА КОМПАНІЯ , ТОВ",32276,32276_15,38727372,"АЕ,№ 193410",10/15/2090,1323006,,Протаргол пор.д/р-ра д/интраназ.прим.0.2г фл.№1+р-ль одн.конт.крыш-кап./,352806,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Винница Сводный
"ТОВ ""БаДМ""",ВОЛЫНСКАЯ,БОРАТИН,10/11/2021,"с.Боратин, вул.Центральна, 25","Волинська обл., м.Луцьк, вул.Крилова, 4\1","ФІРМА ""ВОЛИНЬФАРМ"", ТОВ",1188,01188_63,21738610,,,1323002,4820104990016,Бария сульфат д/рентгеноск.пор.д/п сусп.80г*,161310,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",700,Ровно Сводный
"ТОВ ""БаДМ""",ВОЛЫНСКАЯ,ВЛАДИМИР-ВОЛЫНСКИЙ,10/11/2021,"м.Володимир-Волиньский, вул.Ковельська, 51","м.Київ, Проспект Лісовий, будинок 39А","АВ Фармтрейд, ТОВ",41307,41307_4,41472099,б/н,10/19/2050,4785003,4820104990191,Стрептоцид порош.накож.15г фл.полимер.,530461,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Ровно Сводный
"ТОВ ""БаДМ""",ВОЛЫНСКАЯ,ВЛАДИМИР-ВОЛЫНСКИЙ,10/7/2021,"Волинська обл., м.Володимир-Волинський, вул.Павлова, 20","Волинська обл., місто Володимир-Волинський, ВУЛИЦЯ ГОГОЛЯ, будинок 19, квартира 16","Новікова Г. Л., ФОП",11518,11518_2,2195703624,АВ №541909,12/31/2050,1323005,,Глюкоза-тест пор.д/орал.р-ра 75г конт.,190533,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Ровно Сводный
